BT474	nFuse	ACACA--STAC2	66	82
BT474	nFuse	THRA--AC090627.1	11	121
BT474	nFuse	THRA--AC090627.1	117	8
BT474	nFuse	TOB1--SYNRG	54	43
BT474	nFuse	RPS6KB1--SNF8	42	54
BT474	nFuse	VAPB--IKZF3	12	54
BT474	nFuse	ZMYND8--CEP250	17	46
BT474	nFuse	TOB1--SYNRG	54	4
BT474	nFuse	AHCTF1--NAAA	13	31
BT474	nFuse	MED1--STXBP4	14	20
BT474	nFuse	STX16--RAE1	9	21
BT474	nFuse	RAB22A--MYO9B	14	11
BT474	nFuse	MED1--ACSF2	11	12
BT474	nFuse	STX16--RAE1	6	12
BT474	nFuse	MED13--BCAS3	4	13
BT474	nFuse	STARD3--DOK5	7	9
BT474	nFuse	SKA2--MYO19	5	8
BT474	nFuse	TRPC4AP--MRPL45	2	9
BT474	nFuse	DIDO1--TTI1	2	7
BT474	nFuse	PIP4K2B--RAD51C	3	5
BT474	nFuse	LAMP1--MCF2L	2	5
BT474	nFuse	USP32--MED1	3	4
BT474	nFuse	GLB1--CMTM7	2	5
BT474	nFuse	DIDO1--TTI1	2	4
BT474	nFuse	CPNE1--PI3	1	4
BT474	STARSEQR	THRA--AC090627.1	77	109
BT474	STARSEQR	TOB1--SYNRG	22	46
BT474	STARSEQR	RPS6KB1--SNF8	18	49
BT474	STARSEQR	ACACA--STAC2	14	50
BT474	STARSEQR	VAPB--IKZF3	17	44
BT474	STARSEQR	ZMYND8--CEP250	4	45
BT474	STARSEQR	AHCTF1--NAAA	5	40
BT474	STARSEQR	STX16--RAE1	4	30
BT474	STARSEQR	MED1--STXBP4	7	17
BT474	STARSEQR	RAB22A--MYO9B	7	14
BT474	STARSEQR	MED1--ACSF2	9	12
BT474	STARSEQR	MED13--BCAS3	1	13
BT474	STARSEQR	STARD3--DOK5	4	9
BT474	STARSEQR	DIDO1--TTI1	1	7
BT474	STARSEQR	SKA2--MYO19	1	7
BT474	STARSEQR	GLB1--CMTM7	2	5
BT474	STARSEQR	LAMP1--MCF2L	2	5
BT474	STARSEQR	CPNE1--PI3	1	4
BT474	STARSEQR	TRPC4AP--MRPL45	1	2
BT474	STARSEQR	PIP4K2B--RAD51C	1	2
BT474	SOAP-fuse	ACACA--STAC2	64	49
BT474	SOAP-fuse	RPS6KB1--SNF8	43	38
BT474	SOAP-fuse	TOB1--SYNRG	44	32
BT474	SOAP-fuse	VAPB--IKZF3	23	39
BT474	SOAP-fuse	ZMYND8--CEP250	19	40
BT474	SOAP-fuse	AHCTF1--NAAA	15	34
BT474	SOAP-fuse	VAPB--IKZF3	3	45
BT474	SOAP-fuse	RPS6KB1--SNF8	1	45
BT474	SOAP-fuse	STX16--RAE1	1	32
BT474	SOAP-fuse	MED1--STXBP4	15	14
BT474	SOAP-fuse	STX16--RAE1	1	27
BT474	SOAP-fuse	STX16--RAE1	5	23
BT474	SOAP-fuse	RAB22A--MYO9B	17	9
BT474	SOAP-fuse	STX16--RAE1	5	13
BT474	SOAP-fuse	MED1--ACSF2	8	10
BT474	SOAP-fuse	STARD3--DOK5	6	8
BT474	SOAP-fuse	VAPB--IKZF3	4	9
BT474	SOAP-fuse	SKA2--MYO19	8	4
BT474	SOAP-fuse	MED13--BCAS3	2	7
BT474	SOAP-fuse	SKA2--MYO19	5	3
BT474	SOAP-fuse	TRPC4AP--MRPL45	2	5
BT474	SOAP-fuse	LAMP1--MCF2L	2	5
BT474	SOAP-fuse	GLB1--CMTM7	2	5
BT474	SOAP-fuse	USP32--MED1	3	3
BT474	SOAP-fuse	CPNE1--PI3	2	4
BT474	SOAP-fuse	DIDO1--TTI1	2	4
BT474	SOAP-fuse	CPNE1--PI3	2	4
BT474	SOAP-fuse	PIP4K2B--RAD51C	3	2
BT474	SOAP-fuse	PIP4K2B--RAD51C	2	3
BT474	SOAP-fuse	PIP4K2B--RAD51C	1	4
BT474	SOAP-fuse	MED13--BCAS3	3	2
BT474	SOAP-fuse	ZMYND8--CEP250	2	2
BT474	SOAP-fuse	TRPC4AP--MRPL45	2	2
BT474	SOAP-fuse	PIP4K2B--RAD51C	1	1
BT474	TrinityFusion-UC	THRA--AC090627.1	62	49
BT474	TrinityFusion-UC	ACACA--STAC2	41	24
BT474	TrinityFusion-UC	RPS6KB1--SNF8	23	23
BT474	TrinityFusion-UC	VAPB--IKZF3	13	28
BT474	TrinityFusion-UC	THRA--AC090627.1	18	4
BT474	TrinityFusion-UC	TOB1--SYNRG	13	6
BT474	TrinityFusion-UC	AHCTF1--NAAA	3	9
BT474	TrinityFusion-UC	MED1--ACSF2	6	4
BT474	TrinityFusion-UC	MED1--STXBP4	4	5
BT474	TrinityFusion-UC	STARD3--DOK5	3	3
BT474	TrinityFusion-UC	STX16--RAE1	4	2
BT474	TrinityFusion-UC	SKA2--MYO19	4	2
BT474	TrinityFusion-UC	LAMP1--MCF2L	2	1
BT474	TrinityFusion-UC	MED13--BCAS3	1	1
BT474	TrinityFusion-UC	SKA2--MYO19	2	0
BT474	ChimeraScan	THRA--AC090627.1	71	67
BT474	ChimeraScan	ACACA--STAC2	29	44
BT474	ChimeraScan	TOB1--SYNRG	20	22
BT474	ChimeraScan	ZMYND8--CEP250	8	30
BT474	ChimeraScan	VAPB--IKZF3	13	24
BT474	ChimeraScan	RPS6KB1--SNF8	0	31
BT474	ChimeraScan	MED1--STXBP4	3	8
